mode,subset,sample_id,original_score,new_score,difference
mode_low,high_school_chemistry,high_school_chemistry_61,0.0,1.0,1.0
mode_low,high_school_mathematics,high_school_mathematics_156,0.0,1.0,1.0
mode_low,high_school_mathematics,high_school_mathematics_249,0.0,1.0,1.0
mode_low,high_school_mathematics,high_school_mathematics_205,,0.0,
mode_low,high_school_physics,high_school_physics_98,0.0,1.0,1.0
mode_low,high_school_physics,high_school_physics_67,0.0,1.0,1.0
mode_low,high_school_physics,high_school_physics_111,0.0,1.0,1.0
mode_low,high_school_physics,high_school_physics_142,0.0,1.0,1.0
mode_low,high_school_physics,high_school_physics_82,0.0,1.0,1.0
mode_low,high_school_statistics,high_school_statistics_2,0.0,1.0,1.0
mode_low,high_school_statistics,high_school_statistics_44,0.0,1.0,1.0
mode_low,high_school_statistics,high_school_statistics_130,0.0,1.0,1.0
mode_low,high_school_statistics,high_school_statistics_38,0.0,1.0,1.0
mode_medium,abstract_algebra,abstract_algebra_70,0.0,1.0,1.0
mode_medium,abstract_algebra,abstract_algebra_34,0.0,1.0,1.0
mode_medium,college_chemistry,college_chemistry_15,0.0,1.0,1.0
mode_medium,college_chemistry,college_chemistry_45,0.0,1.0,1.0
mode_medium,college_chemistry,college_chemistry_92,0.0,1.0,1.0
mode_medium,college_chemistry,college_chemistry_47,0.0,1.0,1.0
mode_medium,college_chemistry,college_chemistry_52,0.0,1.0,1.0
mode_medium,college_chemistry,college_chemistry_12,0.0,1.0,1.0
mode_medium,college_chemistry,college_chemistry_36,0.0,1.0,1.0
mode_medium,college_mathematics,college_mathematics_9,0.0,1.0,1.0
mode_medium,college_mathematics,college_mathematics_72,0.0,1.0,1.0
mode_medium,college_mathematics,college_mathematics_80,0.0,1.0,1.0
mode_medium,college_mathematics,college_mathematics_18,0.0,1.0,1.0
mode_medium,college_physics,college_physics_80,0.0,1.0,1.0
mode_medium,college_physics,college_physics_56,0.0,1.0,1.0
mode_medium,college_physics,college_physics_48,0.0,1.0,1.0
mode_medium,conceptual_physics,conceptual_physics_112,0.0,1.0,1.0
mode_medium,elementary_mathematics,elementary_mathematics_221,0.0,1.0,1.0
mode_medium,high_school_chemistry,high_school_chemistry_30,0.0,1.0,1.0
mode_medium,high_school_chemistry,high_school_chemistry_52,0.0,1.0,1.0
mode_medium,high_school_chemistry,high_school_chemistry_47,0.0,1.0,1.0
mode_medium,high_school_chemistry,high_school_chemistry_197,0.0,1.0,1.0
mode_medium,high_school_chemistry,high_school_chemistry_115,0.0,1.0,1.0
mode_medium,high_school_mathematics,high_school_mathematics_249,0.0,1.0,1.0
mode_medium,high_school_physics,high_school_physics_98,0.0,1.0,1.0
mode_medium,high_school_physics,high_school_physics_67,0.0,1.0,1.0
mode_medium,high_school_physics,high_school_physics_18,0.0,1.0,1.0
mode_medium,high_school_physics,high_school_physics_95,0.0,1.0,1.0
mode_medium,high_school_physics,high_school_physics_127,0.0,1.0,1.0
mode_medium,high_school_physics,high_school_physics_82,0.0,1.0,1.0
mode_medium,high_school_statistics,high_school_statistics_38,0.0,1.0,1.0
mode_unspecified,abstract_algebra,abstract_algebra_70,0.0,1.0,1.0
mode_unspecified,abstract_algebra,abstract_algebra_33,0.0,1.0,1.0
mode_unspecified,abstract_algebra,abstract_algebra_12,0.0,1.0,1.0
mode_unspecified,abstract_algebra,abstract_algebra_34,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_47,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_61,0.0,1.0,1.0
mode_unspecified,college_mathematics,college_mathematics_87,0.0,1.0,1.0
mode_unspecified,high_school_chemistry,high_school_chemistry_52,0.0,1.0,1.0
mode_unspecified,high_school_chemistry,high_school_chemistry_160,0.0,1.0,1.0
mode_unspecified,high_school_mathematics,high_school_mathematics_249,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_98,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_67,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_142,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_156,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_38,0.0,1.0,1.0
